"";"X.."
"781";"6091- PAES/Parcelamento Especial#,6089- Regimes Especiais de Tributação#,14- DIREITO TRIBUTÁRIO"
"782";"14- DIREITO TRIBUTÁRIO#,5999- CND/Certidão Negativa de Débito#,5986- Crédito Tributário#,6001- Expedição de Certidão Positiva de Débito com Efeito de Negativa"
"783";"9148- Liquidação / Cumprimento / Execução#,10655- Honorários Advocatícios#,9518- Efeito Suspensivo / Impugnação / Embargos à Execução#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"784";"9148- Liquidação / Cumprimento / Execução#,9518- Efeito Suspensivo / Impugnação / Embargos à Execução#,10655- Honorários Advocatícios#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"785";"9518- Efeito Suspensivo / Impugnação / Embargos à Execução#,8938- Formação#,Suspensão e Extinção do Processo#,10655- Honorários Advocatícios#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,9148- Liquidação / Cumprimento / Execução"
"786";"9148- Liquidação / Cumprimento / Execução#,9518- Efeito Suspensivo / Impugnação / Embargos à Execução#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,10655- Honorários Advocatícios"
"787";"6039- PIS#,6011- Fato Gerador/Incidência#,14- DIREITO TRIBUTÁRIO#,6008- Base de Cálculo"
"788";"10082- Serviço Postal#,10028- Serviços#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"789";"6094- Benefícios em Espécie#,195- DIREITO PREVIDENCIÁRIO#,6107- Auxílio-Acidente (Art. 86)"
"790";"10335- Serviço Militar dos Profissionais da Saúde#,10332- Serviço Militar Obrigatório#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"791";"10332- Serviço Militar Obrigatório#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10335- Serviço Militar dos Profissionais da Saúde"
"792";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10091- Terreno de Marinha"
"793";"10655- Honorários Advocatícios#,10683- Fato Superveniente ao Término do Prazo para Impugnação#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"794";"195- DIREITO PREVIDENCIÁRIO#,6181- Tempo de serviço"
"795";"6181- Tempo de serviço#,195- DIREITO PREVIDENCIÁRIO"
"796";"10661- Incidência sobre Abono de Permanência#,14- DIREITO TRIBUTÁRIO#,5917- IRPF/Imposto de Renda de Pessoa Física"
"797";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,90000- Fundo de Compensação de Variações Salariais - FCVS"
"798";"6033- Contribuições Sociais#,14- DIREITO TRIBUTÁRIO#,6035- Cofins#,6039- PIS"
"799";"5945- IPI/ Imposto sobre Produtos Industrializados#,6089- Regimes Especiais de Tributação#,14- DIREITO TRIBUTÁRIO"
"800";"8874- Sucumbência#,10655- Honorários Advocatícios#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"801";"6089- Regimes Especiais de Tributação#,14- DIREITO TRIBUTÁRIO"
"802";"9493- Capacidade Processual#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,10431- Responsabilidade Civil"
"803";"8960- Processo e Procedimento#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"804";"10431- Responsabilidade Civil#,10438- Dano Ambiental#,899- DIREITO CIVIL"
"805";"10431- Responsabilidade Civil#,10438- Dano Ambiental#,10433- Indenização por Dano Moral#,899- DIREITO CIVIL"
"806";"10431- Responsabilidade Civil#,10438- Dano Ambiental#,7699- Juros de Mora - Legais / Contratuais#,10439- Indenização por Dano Material#,10433- Indenização por Dano Moral#,899- DIREITO CIVIL"
"807";"4839- Sistema Financeiro da Habitação#,4854- Revisão do Saldo Devedor#,899- DIREITO CIVIL#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"808";"9148- Liquidação / Cumprimento / Execução#,9538- Liquidação#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"809";"7791- Pena Privativa de Liberdade#,1209- DIREITO PROCESSUAL PENAL"
"810";"3632- Crimes de Trânsito#,1209- DIREITO PROCESSUAL PENAL"
"811";"3632- Crimes de Trânsito#,287- DIREITO PENAL"
"812";"7771- Contratos de Consumo#,11807- Tarifas#,1156- DIREITO DO CONSUMIDOR"
"813";"10091- Terreno de Marinha#,10101- Taxa de Ocupação#,10009- Inquérito / Processo / Recurso Administrativo#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"814";"10219- Servidor Público Civil#,10313- Reajustes de Remuneração#,Proventos ou Pensão#,9148- Liquidação / Cumprimento / Execução#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"815";"9493- Capacidade Processual#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,9584- Arrendamento Mercantil"
"816";"6033- Contribuições Sociais#,6039- PIS#,6035- Cofins#,14- DIREITO TRIBUTÁRIO"
"817";"6033- Contribuições Sociais#,6039- PIS#,6035- Cofins#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"818";"14- DIREITO TRIBUTÁRIO#,5986- Crédito Tributário#,5990- Extinção do Crédito Tributário"
"819";"899- DIREITO CIVIL#,7681- Obrigações#,9580- Espécies de Contratos#,4839- Sistema Financeiro da Habitação"
"820";"899- DIREITO CIVIL#,10433- Indenização por Dano Moral#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,10431- Responsabilidade Civil#,9045- Recurso"
"821";"899- DIREITO CIVIL#,7681- Obrigações#,7717- Espécies de Títulos de Crédito#,4972- Duplicata"
"822";"899- DIREITO CIVIL#,10431- Responsabilidade Civil#,1156- DIREITO DO CONSUMIDOR#,6220- Responsabilidade do Fornecedor"
"823";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10028- Serviços#,10076- Transporte Terrestre#,899- DIREITO CIVIL#,9616- Empresas#,10431- Responsabilidade Civil"
"824";"899- DIREITO CIVIL#,10431- Responsabilidade Civil#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8859- Intervenção de Terceiros "
"825";"14- DIREITO TRIBUTÁRIO#,5916- Impostos#,5917- IRPF/Imposto de Renda de Pessoa Física#,899- DIREITO CIVIL#,7681- Obrigações#,7691- Inadimplemento"
"826";"10431- Responsabilidade Civil#,899- DIREITO CIVIL"
"827";"899- DIREITO CIVIL#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10121- Desapropriação#,10444- Posse#,10446- Imissão"
"828";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10250- Pensão#,10219- Servidor Público Civil"
"829";"899- DIREITO CIVIL#,7681- Obrigações#,9580- Espécies de Contratos#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"830";"10219- Servidor Público Civil#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10342- Reajuste de Remuneração#,Soldo#,Proventos ou Pensão#,10343- Índice de 28,86% LL 8.622/1993 e 8.627/1993"
"831";"10219- Servidor Público Civil#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10342- Reajuste de Remuneração#,Soldo#,Proventos ou Pensão#,10343- Índice de 28,86% LL 8.622/1993 e 8.627/1993#,9518- Efeito Suspensivo / Impugnação / Embargos à Execução"
"832";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10219- Servidor Público Civil#,10230- Regime Previdenciário#,10254- Aposentadoria#,10342- Reajuste de Remuneração#,Soldo#,Proventos ou Pensão"
"833";"14- DIREITO TRIBUTÁRIO#,6031- Contribuições#,6048- Contribuições Previdenciárias#,6062- 1/3 de férias#,6048- Contribuições Previdenciárias#,6011- Fato Gerador/Incidência"
"834";"6048- Contribuições Previdenciárias#,6011- Fato Gerador/Incidência#,5927- Incidência sobre 1/3 de férias (art. 7º#,XVII da CF)#,14- DIREITO TRIBUTÁRIO#,6031- Contribuições#,6062- 1/3 de férias#,5927- Incidência sobre 1/3 de férias (art. 7º#,XVII da CF)"
"835";"8960- Processo e Procedimento#,9148- Liquidação / Cumprimento / Execução#,8883- Órgãos Judiciários e Auxiliares da Justiça#,8829- Competência#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"836";"9148- Liquidação / Cumprimento / Execução#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8960- Processo e Procedimento#,8883- Órgãos Judiciários e Auxiliares da Justiça#,8829- Competência"
"837";"10157- Organização Político-administrativa / Administração Pública#,10166- Conselhos Regionais de Fiscalização Profissional e Afins#,10064- Saúde#,11856- Hospitais e Outras Unidades de Saúde#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"838";"5986- Crédito Tributário#,5990- Extinção do Crédito Tributário#,5994- Compensação#,5987- Suspensão da Exigibilidade#,6012- Alíquota#,14- DIREITO TRIBUTÁRIO"
"839";"14- DIREITO TRIBUTÁRIO#,5986- Crédito Tributário#,5990- Extinção do Crédito Tributário#,6012- Alíquota#,5996- Anistia"
"840";"14- DIREITO TRIBUTÁRIO#,5986- Crédito Tributário#,5996- Anistia#,5990- Extinção do Crédito Tributário#,10543- Depósito Judicial"
"841";"5996- Anistia#,10543- Depósito Judicial#,14- DIREITO TRIBUTÁRIO#,5986- Crédito Tributário#,5990- Extinção do Crédito Tributário"
"842";"5996- Anistia#,14- DIREITO TRIBUTÁRIO#,5986- Crédito Tributário#,5990- Extinção do Crédito Tributário"
"843";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10219- Servidor Público Civil#,10288- Sistema Remuneratório e Benefícios#,10313- Reajustes de Remuneração#,Proventos ou Pensão#,10946- Correção Monetária de Diferenças Pagas em Atraso#,7699- Juros de Mora - Legais / Contratuais"
"844";"899- DIREITO CIVIL#,7699- Juros de Mora - Legais / Contratuais"
"845";"899- DIREITO CIVIL#,7947- Fatos Jurídicos#,5632- Prescrição e Decadência#,10066- Reajuste da Tabela do SUS#,10067- Convênio Médico com o SUS"
"846";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10028- Serviços#,10064- Saúde#,10067- Convênio Médico com o SUS#,10066- Reajuste da Tabela do SUS"
"847";"14- DIREITO TRIBUTÁRIO#,6031- Contribuições#,6044- Contribuições Corporativas#,6045- Contribuições para o SEBRAE#,SESC#,SENAC#,SENAI e outros#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"848";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8842- Partes e Procuradores#,9493- Capacidade Processual#,899- DIREITO CIVIL#,9580- Espécies de Contratos#,4839- Sistema Financeiro da Habitação#,4847- Seguro"
"849";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,7947- Fatos Jurídicos#,5632- Prescrição e Decadência#,899- DIREITO CIVIL"
"850";"7619- Consórcio#,9584- Arrendamento Mercantil#,1156- DIREITO DO CONSUMIDOR"
"851";"899- DIREITO CIVIL#,7681- Obrigações#,9580- Espécies de Contratos#,9584- Arrendamento Mercantil#,7691- Inadimplemento"
"852";"14- DIREITO TRIBUTÁRIO#,6033- Contribuições Sociais#,10219- Servidor Público Civil"
"853";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10219- Servidor Público Civil"
"854";"5916- Impostos#,5933- IRPJ/Imposto de Renda de Pessoa Jurídica#,6033- Contribuições Sociais#,6036- Contribuição Social sobre o Lucro Líquido#,6005- Juros/Correção Monetária#,14- DIREITO TRIBUTÁRIO"
"855";"5916- Impostos#,5933- IRPJ/Imposto de Renda de Pessoa Jurídica#,6033- Contribuições Sociais#,6036- Contribuição Social sobre o Lucro Líquido#,6005- Juros/Correção Monetária#,6007- Repetição de indébito#,14- DIREITO TRIBUTÁRIO"
"856";"9045- Recurso#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,9148- Liquidação / Cumprimento / Execução#,10655- Honorários Advocatícios"
"857";"9045- Recurso#,8842- Partes e Procuradores#,8865- Litigância de Má-Fé#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"858";"10658- Custas#,9258- Honorários Periciais#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"859";"9580- Espécies de Contratos#,4805- Previdência privada#,899- DIREITO CIVIL"
"860";"9580- Espécies de Contratos#,4805- Previdência privada#,10590- Resgate de Contribuição#,899- DIREITO CIVIL"
"861";"5632- Prescrição e Decadência#,9148- Liquidação / Cumprimento / Execução#,899- DIREITO CIVIL"
"862";"10261- Licença-Prêmio#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"863";"9580- Espécies de Contratos#,9589- Depósito#,10945- Expurgos Inflacionários / Planos Econômicos#,899- DIREITO CIVIL"
"864";"10421- Contratos Administrativos#,9603- Mútuo#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"865";"10421- Contratos Administrativos#,899- DIREITO CIVIL#,9603- Mútuo"
"866";"10421- Contratos Administrativos#,9603- Mútuo"
"867";"10295- Gratificação Incorporada / Quintos e Décimos / VPNI#,10009- Inquérito / Processo / Recurso Administrativo#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"868";"9580- Espécies de Contratos#,899- DIREITO CIVIL"
"869";"10219- Servidor Público Civil#,10289- Gratificações da Lei 8.112/1990#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"870";"6098- Rural (Art. 48/51)#,195- DIREITO PREVIDENCIÁRIO"
"871";"6098- Rural (Art. 48/51)#,6097- Urbana (Art. 48/51)#,195- DIREITO PREVIDENCIÁRIO"
"872";"5917- IRPF/Imposto de Renda de Pessoa Física#,5915- Isenção#,14- DIREITO TRIBUTÁRIO"
"873";"9148- Liquidação / Cumprimento / Execução#,9166- Multa de 10%#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"874";"6007- Repetição de indébito#,5946- ICMS/ Imposto sobre Circulação de Mercadorias#,7760- Fornecimento de Energia Elétrica#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"875";"10219- Servidor Público Civil#,10288- Sistema Remuneratório e Benefícios#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"876";"4805- Previdência privada#,899- DIREITO CIVIL"
"877";"9597- Seguro#,899- DIREITO CIVIL"
"878";"6173- Pedidos Genéricos Relativos aos Benefícios em Espécie#,6162- Decadência/Prescrição#,195- DIREITO PREVIDENCIÁRIO"
"879";"10164- Atualização de Conta#,10163- PIS/PASEP#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"880";"6094- Benefícios em Espécie#,195- DIREITO PREVIDENCIÁRIO"
"881";"10219- Servidor Público Civil#,10313- Reajustes de Remuneração#,Proventos ou Pensão#,10317- Índice de 28,86% Lei 8.622/1993 e 8.627/1993#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"882";"9484- Sucessão#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,10431- Responsabilidade Civil"
"883";"8928-  Prazo#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8893- Atos Processuais"
"884";"9991- Responsabilidade da Administração#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"885";"6098- Rural (Art. 48/51)#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"886";"6175- Cumulação#,6094- Benefícios em Espécie#,6107- Auxílio-Acidente (Art. 86)#,195- DIREITO PREVIDENCIÁRIO"
"887";"10657- Honorários Advocatícios em FGTS#,7697- Correção Monetária#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"888";"10174- Instituições Financeiras#,10393- Adjudicação#,7707- Dação em Pagamento#,4839- Sistema Financeiro da Habitação#,899- DIREITO CIVIL"
"889";"7703- Pagamento#,899- DIREITO CIVIL#,5632- Prescrição e Decadência"
"890";"5632- Prescrição e Decadência#,7761- Fornecimento de Água#,7715- Enriquecimento sem Causa#,899- DIREITO CIVIL"
"891";"3417- Furto Qualificado#,287- DIREITO PENAL"
"892";"10195- Remuneração#,10295- Gratificação Incorporada / Quintos e Décimos / VPNI#,10219- Servidor Público Civil#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10311- Irredutibilidade de Vencimentos"
"893";"6166- Renúncia ao benefício#,195- DIREITO PREVIDENCIÁRIO"
"894";"4701- Ato / Negócio Jurídico#,4970- Cheque#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"895";"9414- Extinção da Execução#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"896";"9414- Extinção da Execução#,11782- Intimação#,8893- Atos Processuais#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"897";"8990- Provas#,11805- Tabela Price#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"898";"10494- Hipoteca#,10496- Promessa de Compra e Venda#,899- DIREITO CIVIL"
"899";"5632- Prescrição e Decadência#,7617- Telefonia#,899- DIREITO CIVIL"
"900";"10075- Energia Elétrica#,899- DIREITO CIVIL"
"901";"4960- Cédula de Crédito Bancário#,7752- Bancários#,899- DIREITO CIVIL"
"902";"1156- DIREITO DO CONSUMIDOR#,11974- Cláusulas Abusivas#,10496- Promessa de Compra e Venda#,899- DIREITO CIVIL"
"903";"10219- Servidor Público Civil#,7703- Pagamento#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"904";"10864- Crimes Hediondos#,3465- Estupro#,3466- Atentado Violento ao Pudor#,287- DIREITO PENAL"
"905";"10195- Remuneração#,10638- Acumulação de Proventos#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"906";"7928- Liberdade Provisória#,7929- Prisão em flagrante#,3607- Crimes de Tráfico Ilícito e Uso Indevido de Drogas#,1209- DIREITO PROCESSUAL PENAL"
"907";"10045- Diplomas/Certificado de Conclusão do Curso#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10029- Ensino Superior"
"908";"7619- Consórcio#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"909";"10656- Honorários Advocatícios em Execução Contra a Fazenda Pública#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8842- Partes e Procuradores#,8874- Sucumbência"
"910";"6007- Repetição de indébito#,6064- Custeio de Assistência Médica#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"911";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8842- Partes e Procuradores#,10312- Piso Salarial"
"912";"10612- Tipicidade#,3443- Violação de direito autoral#,287- DIREITO PENAL"
"913";"6039- PIS#,6035- Cofins#,14- DIREITO TRIBUTÁRIO"
"914";"6039- PIS#,6035- Cofins#,5933- IRPJ/Imposto de Renda de Pessoa Jurídica#,5938- Incidência sobre Lucro#,14- DIREITO TRIBUTÁRIO"
"915";"10614- Abolitio Criminis#,10612- Tipicidade#,287- DIREITO PENAL"
"916";"6138- Reajustes e Revisões Específicos#,195- DIREITO PREVIDENCIÁRIO#,6162- Decadência/Prescrição"
"917";"6017- Dívida Ativa (Execução Fiscal)#,10431- Responsabilidade Civil#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"918";"10029- Ensino Superior#,10045- Diplomas/Certificado de Conclusão do Curso#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"919";"3608- Tráfico de Drogas e Condutas Afins#,10864- Crimes Hediondos#,10621- Aplicação da Pena#,287- DIREITO PENAL"
"920";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8919- Nulidade"
"921";"5632- Prescrição e Decadência#,10219- Servidor Público Civil#,10288- Sistema Remuneratório e Benefícios#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"922";"10325- Regime#,10334- Promoção#,10330- Anistia Política#,10324- Militar#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"923";"5986- Crédito Tributário#,5990- Extinção do Crédito Tributário#,5993- Decadência#,14- DIREITO TRIBUTÁRIO"
"924";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,9597- Seguro#,8829- Competência"
"925";"8829- Competência#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,9597- Seguro"
"926";"10655- Honorários Advocatícios#,9148- Liquidação / Cumprimento / Execução#,10673- Requisição de Pequeno Valor - RPV#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,10672- Precatório"
"927";"5632- Prescrição e Decadência#,7771- Contratos de Consumo#,7770- Interpretação / Revisão de Contrato#,899- DIREITO CIVIL"
"928";"10946- Correção Monetária de Diferenças Pagas em Atraso#,10219- Servidor Público Civil#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10342- Reajuste de Remuneração#,Soldo#,Proventos ou Pensão"
"929";"6046- Conselhos Regionais e Afins (Anuidade)#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"930";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,9991- Responsabilidade da Administração#,10502- Indenização por Dano Material#,10136- Intervenção no Domínio Econômico#,10138- Controle de Preços"
"931";"9163- Penhora / Depósito/ Avaliação#,9148- Liquidação / Cumprimento / Execução#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"932";"10166- Conselhos Regionais de Fiscalização Profissional e Afins#,10173- Exercício Profissional#,10167- Registro Profissional#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"933";"10166- Conselhos Regionais de Fiscalização Profissional e Afins#,10167- Registro Profissional#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"934";"10166- Conselhos Regionais de Fiscalização Profissional e Afins#,10173- Exercício Profissional#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"935";"899- DIREITO CIVIL#,9607- Contratos Bancários"
"936";"9607- Contratos Bancários#,899- DIREITO CIVIL"
"937";"9580- Espécies de Contratos#,9603- Mútuo#,899- DIREITO CIVIL"
"938";"5915- Isenção#,6035- Cofins#,10528- Entidades Sem Fins Lucrativos#,14- DIREITO TRIBUTÁRIO"
"939";"9050- Preparo/Deserção#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"940";"6174- Data de Início de Benefício (DIB)#,6095- Aposentadoria por Incapacidade Permanente#,195- DIREITO PREVIDENCIÁRIO#,6173- Pedidos Genéricos Relativos aos Benefícios em Espécie"
"941";"6048- Contribuições Previdenciárias#,6070- Contribuição de Autônomos#,Empresários (Pró-labore) e Facultativos#,6094- Benefícios em Espécie#,6173- Pedidos Genéricos Relativos aos Benefícios em Espécie#,6177- Concessão#,6107- Auxílio-Acidente (Art. 86)#,195- DIREITO PREVIDENCIÁRIO"
"942";"8938- Formação#,Suspensão e Extinção do Processo#,8942- Extinção do Processo Sem Resolução de Mérito#,6098- Rural (Art. 48/51)#,6096- Aposentadoria por Idade (Art. 48/51)#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"943";"5724- Sociedade#,4942- Responsabilidade dos sócios e administradores#,5724- Sociedade#,4935- Dissolução#,14- DIREITO TRIBUTÁRIO"
"944";"10028- Serviços#,10080- Telefonia#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"945";"8874- Sucumbência#,10655- Honorários Advocatícios#,5986- Crédito Tributário#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"946";"5951- ISS/ Imposto sobre Serviços#,6039- PIS#,6008- Base de Cálculo#,6035- Cofins#,14- DIREITO TRIBUTÁRIO"
"947";"10205- Prestação de Contas#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10201- Prefeito"
"948";"6099- Aposentadoria por Tempo de Serviço (Art. 52/4)#,6184- Averbação/Cômputo de tempo de serviço  rural (empregado/empregador)#,14- DIREITO TRIBUTÁRIO"
"949";"5632- Prescrição e Decadência#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"950";"195- DIREITO PREVIDENCIÁRIO#,6114- Benefício Assistencial (Art. 203,V CF/88)"
"951";"5632- Prescrição e Decadência#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"952";"6096- Aposentadoria por Idade (Art. 48/51)#,6098- Rural (Art. 48/51)#,6184- Averbação/Cômputo de tempo de serviço  rural (empregado/empregador)#,195- DIREITO PREVIDENCIÁRIO"
"953";"6104- Pensão por Morte (Art. 74/9)#,6178- Restabelecimento#,195- DIREITO PREVIDENCIÁRIO"
"954";"6184- Averbação/Cômputo de tempo de serviço  rural (empregado/empregador)#,195- DIREITO PREVIDENCIÁRIO#,6099- Aposentadoria por Tempo de Serviço (Art. 52/4)"
"955";"6162- Decadência/Prescrição#,6166- Renúncia ao benefício#,195- DIREITO PREVIDENCIÁRIO#,6118- Aposentadoria por Tempo de Contribuição (Art. 55/6)"
"956";"3523- Crimes contra a Fé Pública#,3542- Falsa identidade#,10612- Tipicidade#,7929- Prisão em flagrante#,287- DIREITO PENAL"
"957";"899- DIREITO CIVIL#,7681- Obrigações#,9580- Espécies de Contratos#,4805- Previdência privada"
"958";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,10666- Regularidade Formal#,11782- Intimação"
"959";"7942- Execução Penal e de Medidas Alternativas#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"960";"10346- Índice de 84,32% IPC março/1990#,899- DIREITO CIVIL"
"961";"4964- Cédula de Crédito Rural#,899- DIREITO CIVIL"
"962";"7681- Obrigações#,7703- Pagamento#,899- DIREITO CIVIL"
"963";"7698- Perdas e Danos#,899- DIREITO CIVIL"
"964";"7698- Perdas e Danos#,10671- Obrigação de Fazer / Não Fazer#,7703- Pagamento#,899- DIREITO CIVIL"
"965";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8942- Extinção do Processo Sem Resolução de Mérito"
"966";"6098- Rural (Art. 48/51)#,6168- Períodos de Carência#,195- DIREITO PREVIDENCIÁRIO"
"967";"9623- Anônima#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"968";"8990- Provas#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"969";"7617- Telefonia#,10671- Obrigação de Fazer / Não Fazer#,1156- DIREITO DO CONSUMIDOR"
"970";"5632- Prescrição e Decadência#,9597- Seguro#,899- DIREITO CIVIL"
"971";"9148- Liquidação / Cumprimento / Execução#,899- DIREITO CIVIL"
"972";"9148- Liquidação / Cumprimento / Execução#,9258- Honorários Periciais#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"973";"9148- Liquidação / Cumprimento / Execução#,9258- Honorários Periciais#,8843- Assistência Judiciária Gratuita#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
